1_1_criteria,1_2_criteria,1_3_criteria,2_1_criteria,2_2_criteria,2_3_criteria,2_4_criteria,2_5_criteria,3_1_criteria,3_2_criteria,3_3_criteria,3_4_criteria,4_1_criteria,4_2_criteria,4_3_criteria,4_4_criteria,4_5_criteria,5_1_criteria,5_2_criteria,5_3_criteria,5_4_criteria,5_5_criteria,5_6_criteria,5_7_criteria,5_8_criteria,5_9_criteria,5_10_criteria,5_11_criteria
0.1815769460807935,0.09715723550420353,0.410213120290895,0.49452826274201034,0.4370694942045612,0.44397966557154667,0.20300778423997046,0.5253456387752201,0.2940996997729173,0.3972811759015401,0.2832103085854125,0.21921369811269975,0.2537469335792056,0.1458664102768073,0.20349165209199557,0.2185885740273481,0.23249323789613865,0.3876817298547868,0.43537727314336194,0.36207844643696036,0.5201340972205432,0.5218301743279303,0.3841936477080727,0.255173713676896,0.18703681602235145,0.46145199060933495,0.23863606053916475,0.1741531154327632
0.11921599034493571,0.10069952053801134,0.48094915048023296,0.5688075944212846,0.49325573038003845,0.37648649218302027,0.2528349173245981,0.6316529012194779,0.4338689141970959,0.3437588666110545,0.23699309626285114,0.2863879062167457,0.4463036045989175,0.3175920028245791,0.40636512632064037,0.24363278947631023,0.2623774418549055,0.43699110155711723,0.2450933797014626,0.502706785880698,0.5280305383686458,0.5964934222856019,0.2791628873263672,0.33349717480471486,0.22322059445903888,0.35715074021595505,0.33384716571922934,0.2019521250995418
0.11383910998062884,0.08679180637396613,0.29593609990296327,0.6665412812892435,0.4701056023351671,0.5025650809777336,0.3735363181274529,0.513473360745976,0.4552853114788423,0.25474799807670573,0.33412625342044167,0.21944973085506483,0.6431186136065407,0.3423476745141676,0.3758233133572523,0.04798402163110349,0.3604152498787115,0.371235243257425,0.21519144582625768,0.2633304911259598,0.28764824638201364,0.3866625833656524,0.12925901991882993,0.3641696523559055,0.30926967049004545,0.29502639747358184,0.2224001287315126,0.19251681168454324
0.07210911154895122,0.10896143976697678,0.2658254656658703,0.4586956213826636,0.3436253517443216,0.33374239983929604,0.2361965245852508,0.6085955489089202,0.28291784497842776,0.28994410496371215,0.14872362835682015,0.09725040581145103,0.4616080694359294,0.3633644771928747,0.3455763093298646,0.3128934364514128,0.4186061356753158,0.3801932166426534,0.33224015321129347,0.3658537700827754,0.18864389342568955,0.42568500929478076,0.3113030947562484,0.08899338183123878,0.08651064700911709,0.5608953623586568,0.0,0.0
0.19585287739459095,0.09715723550420353,0.46223291405978995,0.491056358395226,0.5008348080909937,0.4123871411683193,0.19800835079892923,0.5666686850920771,0.4092907943239624,0.4139391040670578,0.2696617366965183,0.21921369811269975,0.2537469335792056,0.36529484584162053,0.2704935852657834,0.3040419952858659,0.4857773919281399,0.2515729749701861,0.41081719983802145,0.3871673016677679,0.5021724727014389,0.4673741660834382,0.3841936477080727,0.255173713676896,0.18703681602235145,0.34213465311128144,0.25627879309912843,0.15103410879293308
0.08234014085107885,0.10808621828191073,0.20897614981809826,0.6960474508335721,0.5025181077774052,0.38718864553807775,0.2990350846317307,0.5884301283607468,0.3982433955422543,0.25474799807670573,0.23908502421887012,0.23326548947942688,0.5642685137568871,0.3044319978792566,0.3131217883009294,0.15848500093547588,0.43274251508764466,0.3306606169012812,0.323281650356375,0.3533013261419322,0.49612354625071275,0.5117542377170125,0.24425594612099788,0.19045652127270074,0.30299336210412214,0.5164922774559958,0.166140122274379,0.19251681168454324
0.09321548113636277,0.10255329417928016,0.41514252800754814,0.3916003425833542,0.43246714505119876,0.5166096599600318,0.2989992585715878,0.480371407173958,0.4057516496209642,0.3613484723462165,0.0,0.34948567611842063,0.27432817566163653,0.4493137298545612,0.49992554225823393,0.3347134949121442,0.3685616386360752,0.19437209917614415,0.30178719719937547,0.40145721700606546,0.4318157106277095,0.5418474954325097,0.3113998994805099,0.2988840464374924,0.3688989976348798,0.35781547567514926,0.22327321285072355,0.12128720129273284
0.15533434466111273,0.057221382803687215,0.45507089155790237,0.32684330030463454,0.5408051228008595,0.42223564301533356,0.3051800189701811,0.558531346291849,0.2623018734810892,0.3581054011651993,0.12439189406523653,0.263681319770661,0.241929131748835,0.47604657170966225,0.38184552649399606,0.43837680697031595,0.4035032650481793,0.24580974894397986,0.37318106084199093,0.37093376029565434,0.4090901572233545,0.441445244790901,0.24073049675385055,0.4628239525458879,0.33258671958895447,0.31684527130029105,0.27161864519299284,0.15280935898202994
0.09230836293015283,0.18631099153362105,0.520998507282345,0.34078491087046164,0.4963211078936729,0.4270564684254424,0.43280415708309117,0.42819797346591204,0.2876045143886614,0.4478948249902249,0.3224759790962022,0.323262742553506,0.2843512582656667,0.43277688795440566,0.31417958310822547,0.22559560298083425,0.40774867296956246,0.4046087532683156,0.3793278362535406,0.37093376029565434,0.2394185719756007,0.4085137132963702,0.21421535362173605,0.5488573559337849,0.4587978857842022,0.4155887622802998,0.27161864519299284,0.15280935898202994
0.11466633233892828,0.12768262074254907,0.3581432311673983,0.5544901207153666,0.4463106331372406,0.4468550155316606,0.36363682381535606,0.5429457425559835,0.3682751203278555,0.259065948680911,0.3285388218882164,0.32993541083578964,0.5938620711314263,0.49082460303943565,0.4981739742874493,0.4192856683020566,0.5225787174681267,0.5189665481253465,0.45610878784718867,0.4442805321135395,0.4435952213241974,0.45497912491973636,0.2111863427349545,0.29800741099075606,0.37926815946165626,0.5682718694369987,0.2414448786322723,0.24496565983235719
0.12101384425863501,0.16511414514357253,0.46153864179219856,0.49216918466285453,0.4883061326466569,0.4447635769039987,0.24989306856388774,0.33394159953952596,0.400060329467386,0.453787321432008,0.35072088103794696,0.2659174451971495,0.44021348419528605,0.20215870122179055,0.4515957907401861,0.3631447322214848,0.39814716270610767,0.37840588884319715,0.29549898095884475,0.39645031394873126,0.4068541924939708,0.6339382705227157,0.3279847754124824,0.2988840464374924,0.19473486095676346,0.193004277842363,0.27161864519299284,0.21371230629663338
0.07210911154895122,0.10896143976697678,0.42061063467573057,0.4749502295408455,0.3436253517443216,0.3758312137837594,0.2477934528247047,0.6085955489089202,0.39056329633557374,0.3591616437933507,0.16316380519630097,0.3131175733977541,0.4460814458822293,0.34979795921920165,0.3755274088275179,0.3267023781175636,0.44578029711785405,0.4174543077618586,0.33224015321129347,0.3601001238349769,0.4235170724517094,0.5418354246219496,0.27908734696904014,0.5253950170229369,0.42538952664753255,0.49999811217536944,0.32543058596043034,0.1345581320407932
0.17134537332313188,0.06123094334544521,0.39798901344758414,0.4749502295408455,0.3732127253460663,0.3758312137837594,0.2477934528247047,0.64912639551761,0.39056329633557374,0.3882870119544318,0.17511079929704806,0.31776730393038183,0.470512389546674,0.3153656247408681,0.4649240235293868,0.3267023781175636,0.44578029711785405,0.4174543077618586,0.33224015321129347,0.3819002996763138,0.4586144858871064,0.5715960378552912,0.27908734696904014,0.5253950170229369,0.42538952664753255,0.49999811217536944,0.2985489769391482,0.1434843956601371
0.12533093102658294,0.1695077164039517,0.45163992805970055,0.49898346591056875,0.5525962202547117,0.4716595923302037,0.24989306856388774,0.3565952534674279,0.400060329467386,0.453787321432008,0.36053591055974826,0.32052398612418187,0.43629859497418705,0.20376396218755283,0.4506554708915387,0.28920356989392104,0.3961518198683554,0.3864337790834314,0.3033154510423508,0.39645031394873126,0.3963593745080135,0.6339382705227157,0.3279847754124824,0.2988840464374924,0.17228706986092174,0.193004277842363,0.27161864519299284,0.21371230629663338
0.10892266397946321,0.16511414514357253,0.5227052033132502,0.4831436323181358,0.4883061326466569,0.4716595923302037,0.24989306856388774,0.39179066963898945,0.400060329467386,0.453787321432008,0.3589428511243974,0.2545541681525982,0.3872402921702998,0.20215870122179055,0.4515957907401861,0.3631447322214848,0.40313209864025057,0.37840588884319715,0.29123737308720865,0.39645031394873126,0.4068541924939708,0.6339382705227157,0.3279847754124824,0.2988840464374924,0.19473486095676346,0.193004277842363,0.27161864519299284,0.21371230629663338
0.12101384425863501,0.16511414514357253,0.46153864179219856,0.49216918466285453,0.4541624643573664,0.44800515446389044,0.4867765196073571,0.2714642762525031,0.45313006998986594,0.453787321432008,0.26317405065157057,0.3464292367207115,0.44021348419528605,0.20215870122179055,0.44368340958419417,0.3631447322214848,0.39669716441564845,0.36178448980584715,0.29770115723672796,0.3654820812307638,0.39894324553473337,0.6339382705227157,0.4322663124055411,0.2988840464374924,0.19473486095676346,0.193004277842363,0.27161864519299284,0.19208053682317613
0.12490242816450572,0.09715723550420353,0.27955646502972814,0.4930206905075209,0.36305395898802045,0.42797952378912496,0.29626517150620274,0.5732670468665624,0.42258904459244556,0.3401045834159385,0.07772548321066026,0.3984961998838857,0.43620371054169854,0.27667115676840454,0.30904487016313004,0.3069547989005465,0.38642260040784265,0.4786281819537636,0.3101774067147196,0.4155258769972003,0.16199307099926952,0.48772959364584934,0.2642973889338161,0.3470124903357518,0.33158778790357424,0.30543976776442106,0.40017224276792845,0.09475033808618992
0.1255120788883728,0.14587439082056455,0.33156583846242604,0.5815054355041109,0.3738165041823087,0.5725166443355059,0.2525920304242445,0.5728876456974907,0.31005634685815286,0.30903354442471986,0.24376485117851115,0.365249996174119,0.4186551457690834,0.35633364389387423,0.4268567528813151,0.39309127307720426,0.37571183630873145,0.43475145027820633,0.3909232628400515,0.3950960719741404,0.400364787469793,0.4598743046455837,0.24019987245168312,0.4744181136891905,0.3221075829603751,0.30805156853043414,0.3220104069820765,0.0841232235635222
0.11796511990256052,0.16511414514357253,0.45676349947167505,0.5190020173298546,0.5525962202547117,0.5220300098392805,0.24989306856388774,0.44018842028407645,0.32939513807718035,0.4374345596061207,0.43006400877731654,0.4408593989044544,0.18606797770189537,0.2665362363734578,0.4903102122888788,0.24766372228801187,0.3822863721655189,0.4268718216338162,0.2736448143569016,0.3329057626339056,0.3777668602858523,0.3077273377413338,0.2800858940501137,0.21809731898901794,0.4029918380496521,0.22880642118259337,0.3196528728928867,0.11520754510196797
0.18089743951762377,0.08335364040983828,0.42061063467573057,0.4586956213826636,0.3732127253460663,0.33374239983929604,0.2477934528247047,0.5994199608603968,0.3986435052850033,0.3591616437933507,0.16316380519630097,0.31919488727912226,0.470512389546674,0.35401282336978207,0.3751099954643394,0.3267023781175636,0.4708159398555856,0.3801932166426534,0.33224015321129347,0.3411846692868627,0.2995842706604025,0.42568500929478076,0.3057262018546989,0.5253950170229369,0.44018006947886307,0.49999811217536944,0.2985489769391482,0.19550456988935677
0.11822075941925488,0.10084939331163256,0.534076092133583,0.4570457765093306,0.5874668209357694,0.4271666099375454,0.5169128394846285,0.4789965887945291,0.38608534695478974,0.404333191249885,0.29561331343408154,0.2998237982272514,0.5608251500284241,0.4406089443260133,0.5286275097139339,0.4159595478254448,0.45946668074659774,0.47550787675589795,0.2724375893150869,0.30540852365208654,0.33775770646225906,0.5660542407232385,0.2694512220104569,0.3433102856350424,0.17366345471832462,0.3506229520494296,0.393728104561141,0.16585953216334165
0.09474622555900082,0.13049436152984825,0.47283230114538644,0.27769689324953273,0.48709123909964447,0.4270564684254424,0.43280415708309117,0.3788571057454115,0.27237797351563364,0.33568748484818156,0.3366293966772912,0.2912285432312376,0.42317259137172886,0.3432711158656818,0.3251686803849227,0.22559560298083425,0.3449352791614575,0.4164330407857226,0.4160994076719695,0.3580081832240327,0.3487706764507498,0.4712082137471906,0.2364544906027546,0.5082760853475744,0.4364304845463839,0.18596011111811184,0.27161864519299284,0.24496565983235719
0.14392553086717508,0.13049436152984825,0.4199233200693048,0.6923913393124237,0.6569913829026754,0.374084511527168,0.4598625317318279,0.6918935895175317,0.48139426868744895,0.560201016092238,0.3048645189964903,0.258541723974153,0.5735722249460046,0.39060546470948443,0.43473072202661894,0.23353760671377302,0.4059854228393555,0.45336367533786276,0.33331695308495735,0.44810249414760367,0.4280599813710056,0.6617095494860386,0.19852297019402665,0.18030857095751318,0.45546390004673243,0.5475516516649107,0.20168792307977837,0.04652108703782748
0.12417628899843544,0.12555955809302688,0.6191262429278612,0.4280819961354665,0.4641109284984491,0.45786001056187076,0.31330663027975,0.5252795511086047,0.43602552296806935,0.46025894443484144,0.49518495735649803,0.40224313968087366,0.4751522171754732,0.39794993624290337,0.5085589637926875,0.25164905163455203,0.46959304118372386,0.47294303495078827,0.35849562804935053,0.4464820624152407,0.5244696790622344,0.5393284925786469,0.20054696373465403,0.12977181239551144,0.4548361760442907,0.4847780524551193,0.3332895734452964,0.16384315350851844
0.21143728306203355,0.09715723550420353,0.41632811318707647,0.4999110014994171,0.4147751037456957,0.4410216920699367,0.2044052079007192,0.5532071371352707,0.2940996997729173,0.3972811759015401,0.2832103085854125,0.21921369811269975,0.2537469335792056,0.34431546373473754,0.26756894429495676,0.29677649027745684,0.4857773919281399,0.2782823174435015,0.41392333599932285,0.3871673016677679,0.4841700035401853,0.4484318626656893,0.3841936477080727,0.255173713676896,0.18703681602235145,0.46145199060933495,0.23863606053916475,0.1741531154327632
0.1057540881379787,0.07498114414183245,0.4558215579130752,0.587728633122538,0.317187693958206,0.3958949148562248,0.34316002235642634,0.6422104794007892,0.4946039374051318,0.40025327020848467,0.11304561203792751,0.45771040739682145,0.4744809280384799,0.3382475437251151,0.36449808035688586,0.27477694577970097,0.4342570441410807,0.39200500847758124,0.31749308149764677,0.46068828228552394,0.5230569873088393,0.4487794560163423,0.2802586614083789,0.5499259233395406,0.5142046942929618,0.4110162723002235,0.35263984966040424,0.08547512187675062
0.1270476282798835,0.10620876142712818,0.20897614981809826,0.7003015623705757,0.5135136964971143,0.3740806814728406,0.308473115229905,0.5820502301374805,0.4061505124553785,0.25474799807670573,0.33412625342044167,0.2285656148412736,0.6475515674268179,0.3417480375573206,0.2398299147000719,0.16350755857943,0.3951673382351071,0.3590786299064448,0.323281650356375,0.3897426635866499,0.41910372467325113,0.5890113212160948,0.24880065286543274,0.19045652127270074,0.30299336210412214,0.4354841846706661,0.2279611070288641,0.18435554192630074
0.16474505234680653,0.10561183683203632,0.4699936854469538,0.28743216905016233,0.5622124946914329,0.46295606620370056,0.35410578403896903,0.4379081894696232,0.3481897613967078,0.41554144475713345,0.17388399465515103,0.29638332161937764,0.2832971514264855,0.28819248917515883,0.4903102122888788,0.24766372228801187,0.3774316598124841,0.36928414255544806,0.25119610449715424,0.3329057626339056,0.3777668602858523,0.29644130317350903,0.2800858940501137,0.204056708842691,0.4029918380496521,0.22880642118259337,0.3196528728928867,0.04685268895898171
0.11159398991344606,0.12768262074254907,0.3581432311673983,0.5544901207153666,0.4463106331372406,0.4468550155316606,0.36363682381535606,0.5429457425559835,0.3682751203278555,0.259065948680911,0.3285388218882164,0.32993541083578964,0.5938620711314263,0.49082460303943565,0.4981739742874493,0.4192856683020566,0.5225787174681267,0.5189665481253465,0.45610878784718867,0.43989476817803097,0.4435952213241974,0.45497912491973636,0.2111863427349545,0.29800741099075606,0.37926815946165626,0.5682718694369987,0.2414448786322723,0.24496565983235719
0.12302907930420637,0.05503243674031636,0.4707356579384773,0.7018581747234437,0.5255168591032958,0.3627772652390239,0.3236524550639753,0.6184403780264507,0.3202870946230062,0.3459796233328201,0.07238153852757397,0.22874771905866823,0.26972879645223397,0.2670908632490209,0.1462143065359479,0.23790362334099902,0.2583089803166794,0.42600707976265684,0.22231628220876265,0.40194636541139894,0.40399899447097676,0.5110414610949547,0.2379647698583521,0.3186863190590355,0.3447054951038065,0.2907897512538866,0.16654680458405438,0.16435876017211515
0.164133686796617,0.165958988718455,0.5264814762264997,0.37484672431484184,0.4963211078936729,0.5026864669623046,0.43021831376402986,0.5331552285613386,0.2384544494627257,0.3173018787623026,0.41490309890319127,0.32865814761924056,0.4714919482307648,0.43277688795440566,0.31417958310822547,0.3320235285376842,0.4035032650481793,0.3854212193688088,0.3793278362535406,0.37093376029565434,0.2394185719756007,0.4005570180259494,0.1787739148799036,0.4649520840930412,0.4635638945249338,0.4155887622802998,0.27161864519299284,0.2610904428544345
0.24539671599919172,0.14822333620713915,0.3414920594778392,0.4906919767379496,0.3257980044370252,0.3495999978193668,0.2114342898659103,0.45465715104271404,0.3747440098106982,0.39323153606093864,0.27723313658779997,0.20684203489072833,0.43620371054169854,0.3629172793769834,0.403473260783427,0.41446317960121337,0.40502295227166435,0.5089587460128252,0.38671636482989,0.3849725997840082,0.18424559240632293,0.3053462813418339,0.243891141068214,0.20688564673253756,0.15029463534971868,0.3311576484319182,0.23863606053916475,0.20833473403399513
0.08712502771033871,0.0894241355025991,0.5391876775508533,0.298551532197715,0.4963211078936729,0.46607030324467946,0.44358777594876353,0.6770385298442825,0.49306221801389877,0.3173018787623026,0.4157040155251688,0.44649577164609855,0.34041723006451713,0.24445445204048535,0.4750159261320141,0.29876482414062,0.3921444529381914,0.5304408033478365,0.35849562804935053,0.26938331669624355,0.4326439634321126,0.5685776084133265,0.1894765722197278,0.4751478400182379,0.4736005354197099,0.622439676986665,0.4553831032498045,0.22070124002657573
0.1270476282798835,0.10620876142712818,0.20897614981809826,0.6381566657217391,0.4660930832629783,0.475271530969505,0.4835788357380736,0.5333445344071729,0.4552853114788423,0.25474799807670573,0.33412625342044167,0.2343715373949316,0.640923738609886,0.33367724506925006,0.43497807866691535,0.07895033628866127,0.3951673382351071,0.45770989375434507,0.20678222520511133,0.2815841486243361,0.44630310874045315,0.383183733845444,0.24425594612099788,0.19045652127270074,0.30299336210412214,0.48091739311956416,0.24696861877122103,0.18435554192630074
0.1102954757214994,0.029703681812407477,0.20897614981809826,0.6632119619843697,0.4660930832629783,0.5025650809777336,0.3735363181274529,0.513473360745976,0.4552853114788423,0.25474799807670573,0.33412625342044167,0.21944973085506483,0.6431186136065407,0.3423476745141676,0.42475444830989556,0.04798402163110349,0.37624214225265,0.36166053676746657,0.1445962369166471,0.2633304911259598,0.28764824638201364,0.3866625833656524,0.12925901991882993,0.3641696523559055,0.30926967049004545,0.2921160632557194,0.21962440716749865,0.19251681168454324
0.09717657273145669,0.2941106617101239,0.428240483590749,0.532056465988285,0.5273541550259814,0.39794065914770466,0.42045452848241605,0.5155798519864732,0.3794177510102714,0.3001525254830101,0.2384676772271116,0.3436903638635171,0.44063561955992475,0.4410722884239487,0.35347803770146713,0.26090909137917884,0.4380910350392767,0.4769321614265601,0.40757653778232283,0.25957898008493835,0.48692339424324077,0.4849088953214587,0.26054687942375704,0.4559318899122944,0.39065241778744286,0.28945137589533215,0.454664973040378,0.04898873628787633
0.13053941471104502,0.10618765800714057,0.5287830481955722,0.3002879565279289,0.39068009218229427,0.48315841383960423,0.4241328840044338,0.49471268145925335,0.3658499418914154,0.3173018787623026,0.2815883698296296,0.44352898997088663,0.6025855215793255,0.4704839081477907,0.44624947520013125,0.20100249487955907,0.4668939041178333,0.4390006136672061,0.3031200603909492,0.4147240742709442,0.5135269463142147,0.5953020539154752,0.20119063587754143,0.46331693059860873,0.5876025437567475,0.6011939603936238,0.35832511069339473,0.24496565983235719
0.14625184140362324,0.08497113195387296,0.4698440429115508,0.5404914771417968,0.4665566914837389,0.5583733702899473,0.2028918130005326,0.6861580151527287,0.3486538240610253,0.26146699875364254,0.2818257990491436,0.2689377351538716,0.44964112441198095,0.32758167344369366,0.40387367796124496,0.23498635236099172,0.4555182285337678,0.4053842143830848,0.47736590247074784,0.39359559637945524,0.5437016220557191,0.5433403548532186,0.2715604715887671,0.39104574185721674,0.1697940082795054,0.32126815776005035,0.3412064242468866,0.19251295165178386
0.21143728306203355,0.09715723550420353,0.3970599288610273,0.4999110014994171,0.37969640112911085,0.40075769874501765,0.2072320600882001,0.5646811564961499,0.2940996997729173,0.3972811759015401,0.2832103085854125,0.2147878659640106,0.2313815812280708,0.3729144997752866,0.3524285173941272,0.31266600415736695,0.43099567515647347,0.4567337598958839,0.4536888923422024,0.3871673016677679,0.4619417590929167,0.46711983336476115,0.2703894906250548,0.27147432065447147,0.18703681602235145,0.46870477423902784,0.23863606053916475,0.14356342305453856
0.12090263966222176,0.08594728421331727,0.3382100226895265,0.47498512292863904,0.4694688051187069,0.47926228263308984,0.07725741211434513,0.32589288508495656,0.3521282888988263,0.41700780828273926,0.3826215960162035,0.1793488786751857,0.31154218454433485,0.3727427675665143,0.30161153782424954,0.36164773627014196,0.40912738796440234,0.4109617587042438,0.237602452825634,0.38572820111959105,0.3096231468433585,0.4953133692796591,0.1498965066446878,0.5185174524142383,0.3785883827747222,0.31611746443083694,0.4602113256692144,0.2610904428544345
0.0923108836780895,0.1062001602088987,0.5878951235293415,0.5150414054565189,0.5173016546079598,0.42778226004739955,0.39922878572162,0.3816163425357566,0.440648650372741,0.30706179346644047,0.2798322745334727,0.23755287250254256,0.4016340954583104,0.2618782435728106,0.43266970371211577,0.352107436709751,0.40513566471448687,0.3902155264738272,0.3243437062079398,0.28081319490339235,0.4236398014711231,0.7215188969447035,0.3279847754124824,0.27103999099560455,0.3224500958493093,0.4721736234317152,0.6346089877368852,0.18552315972089253
0.1937928774518859,0.09715723550420353,0.27310900519440945,0.4930206905075209,0.36305395898802045,0.4116138423978035,0.30787659602652095,0.539301880954455,0.44960727254123634,0.37952886692402965,0.07772548321066026,0.3984961998838857,0.43620371054169854,0.27667115676840454,0.30904487016313004,0.3069547989005465,0.38642260040784265,0.4786281819537636,0.3101774067147196,0.4155258769972003,0.16199307099926952,0.48772959364584934,0.25836827633825854,0.3600604629924703,0.3543805529799269,0.30543976776442106,0.40017224276792845,0.09475033808618992
0.12221286064783786,0.10255329417928016,0.42220401108151884,0.357940892297044,0.3619629141127573,0.45603593908856377,0.34086417320068607,0.3463698077875562,0.40927625787200234,0.38421200771702924,0.2854936096917303,0.20931985329679093,0.27227944371914514,0.3170942240208437,0.19853506917147024,0.32306533932847414,0.22426132010009048,0.2389778209175154,0.2850267075259052,0.39180930018718163,0.2881197960620926,0.555732748831712,0.28290554359368614,0.2988840464374924,0.3856826094200554,0.2263519731228441,0.23583102596195277,0.12128720129273284
0.10892266397946321,0.16511414514357253,0.5227052033132502,0.4831436323181358,0.4883061326466569,0.4716595923302037,0.24989306856388774,0.36314628254714254,0.400060329467386,0.453787321432008,0.3393829267048798,0.2659174451971495,0.40156216799578254,0.20215870122179055,0.44368340958419417,0.3631447322214848,0.4116357110509177,0.3003251503182783,0.2993212160036982,0.40823696255811526,0.4068541924939708,0.6339382705227157,0.3279847754124824,0.2988840464374924,0.1390563278510482,0.20883581471406595,0.27161864519299284,0.21371230629663338
0.0834558327590108,0.12647323090177523,0.2313771051928599,0.4737981721794427,0.526535001828188,0.40745535105162894,0.25215981892669087,0.5749050773438373,0.21178626276062834,0.23293821841893858,0.25334262068824004,0.27271417549867777,0.4883574871733009,0.43602791217967557,0.38260273898436914,0.40629575696558107,0.49460000763517,0.485046761606249,0.4023659440602242,0.2799493507418595,0.44797235451018863,0.4002310611377696,0.2541098415087514,0.4314224117095126,0.22841392502509505,0.48045761345868054,0.31759889735724045,0.15179940407012843
0.11796511990256052,0.16511414514357253,0.45676349947167505,0.5190020173298546,0.5525962202547117,0.5220300098392805,0.24989306856388774,0.44018842028407645,0.32939513807718035,0.4374345596061207,0.43006400877731654,0.4408593989044544,0.18606797770189537,0.2665362363734578,0.4903102122888788,0.24766372228801187,0.3822863721655189,0.4268718216338162,0.2736448143569016,0.3329057626339056,0.3777668602858523,0.3077273377413338,0.2800858940501137,0.21809731898901794,0.4029918380496521,0.22880642118259337,0.3196528728928867,0.11520754510196797
0.12221286064783786,0.10255329417928016,0.4929125544264178,0.2959079133033354,0.37158656599992257,0.4505404707353446,0.3482955739244278,0.24260059161860723,0.5253989710864772,0.3504762999923233,0.19374175481383513,0.2228341218333019,0.4025025276333294,0.3170942240208437,0.23678287257929534,0.32306533932847414,0.22426132010009048,0.2389778209175154,0.2850267075259052,0.39180930018718163,0.24937303159836394,0.5153632231334261,0.28290554359368614,0.2988840464374924,0.3856826094200554,0.2263519731228441,0.23583102596195277,0.12128720129273284
0.10892266397946321,0.16511414514357253,0.5227052033132502,0.4831436323181358,0.4883061326466569,0.4716595923302037,0.24989306856388774,0.39179066963898945,0.400060329467386,0.453787321432008,0.3589428511243974,0.2545541681525982,0.38623631931349145,0.20215870122179055,0.44368340958419417,0.3631447322214848,0.40313209864025057,0.24704943273743676,0.2933449629218444,0.3732138984896819,0.4068541924939708,0.6339382705227157,0.3279847754124824,0.2988840464374924,0.19473486095676346,0.193004277842363,0.27161864519299284,0.21371230629663338
